實驗ID,時間區間,多方損益,多方MDD估算,多方勝率估算,多方交易次數,參數,備註
4356,10:30-10:32,-111.3,111.3,36.3%,57,25(15%)/40(15%)/55(20%),MDD/勝率為估算值
4180,10:30-10:32,-111.7,111.7,49.4%,109,25(10%)/35(15%)/50(20%),MDD/勝率為估算值
3964,10:30-10:32,-111.8,111.8,44.4%,109,20(15%)/40(10%)/60(20%),MDD/勝率為估算值
3988,10:30-10:32,-111.9,111.9,47.4%,109,20(15%)/40(20%)/50(20%),MDD/勝率為估算值
3483,10:30-10:32,-112.2,112.2,38.2%,58,15(10%)/40(20%)/45(20%),MDD/勝率為估算值
3975,10:30-10:32,-112.7,112.7,37.7%,57,20(15%)/40(15%)/50(20%),MDD/勝率為估算值
3570,10:30-10:32,-112.9,112.9,35.3%,58,15(15%)/35(20%)/55(20%),MDD/勝率為估算值
4362,10:30-10:32,-113.0,113.0,37.4%,58,25(15%)/40(20%)/40(20%),MDD/勝率為估算值
4308,10:30-10:32,-113.5,113.5,37.7%,57,25(15%)/35(15%)/50(20%),MDD/勝率為估算值
3619,10:30-10:32,-114.0,114.0,42.4%,109,15(15%)/45(10%)/45(20%),MDD/勝率為估算值
3852,10:30-10:32,-114.7,114.7,36.7%,58,20(10%)/40(15%)/55(20%),MDD/勝率為估算值
4335,10:30-10:32,-114.7,114.7,36.7%,58,25(15%)/40(10%)/45(20%),MDD/勝率為估算值
3858,10:30-10:32,-116.3,116.3,38.2%,58,20(10%)/40(20%)/40(20%),MDD/勝率為估算值
3933,10:30-10:32,-116.5,116.5,38.0%,57,20(15%)/35(15%)/55(20%),MDD/勝率為估算值
4479,10:30-10:32,-116.5,116.5,36.7%,58,25(20%)/40(15%)/50(20%),MDD/勝率為估算值
3649,10:30-10:32,-116.7,116.7,41.4%,109,15(15%)/45(20%)/55(20%),MDD/勝率為估算值
3831,10:30-10:32,-118.0,118.0,37.7%,57,20(10%)/40(10%)/45(20%),MDD/勝率為估算值
4477,10:30-10:32,-118.7,118.7,45.4%,109,25(20%)/40(15%)/50(20%),MDD/勝率為估算值
3939,10:30-10:32,-119.0,119.0,38.9%,58,20(15%)/35(20%)/40(20%),MDD/勝率為估算值
3931,10:30-10:32,-119.2,119.2,48.3%,107,20(15%)/35(15%)/55(20%),MDD/勝率為估算值
3997,10:30-10:32,-121.0,121.0,45.4%,109,20(15%)/45(10%)/45(20%),MDD/勝率為估算值
3655,10:30-10:32,-123.7,123.7,46.4%,109,15(20%)/35(10%)/40(20%),MDD/勝率為估算值
1098,08:46-08:47,-123.8,123.8,47.4%,73,25(20%)/40(20%)/60(20%),MDD/勝率為估算值
3912,10:30-10:32,-124.5,124.5,38.9%,58,20(15%)/35(10%)/45(20%),MDD/勝率為估算值
3549,10:30-10:32,-124.8,124.8,37.0%,57,15(15%)/35(15%)/45(20%),MDD/勝率為估算值
3478,10:30-10:32,-125.5,125.5,45.4%,109,15(10%)/40(20%)/40(20%),MDD/勝率為估算值
4237,10:30-10:32,-126.4,126.4,47.4%,109,25(10%)/40(20%)/45(20%),MDD/勝率為估算值
3799,10:30-10:32,-126.5,126.5,50.5%,109,20(10%)/35(15%)/45(20%),MDD/勝率為估算值
4126,10:30-10:32,-126.6,126.6,45.4%,109,20(20%)/45(10%)/50(20%),MDD/勝率為估算值
870,08:46-08:47,-129.8,129.8,46.3%,76,25(10%)/45(15%)/60(20%),MDD/勝率為估算值
927,08:46-08:47,-129.8,129.8,51.0%,76,25(15%)/35(20%)/60(20%),MDD/勝率為估算值
3532,10:30-10:32,-129.8,129.8,46.4%,109,15(15%)/35(10%)/45(20%),MDD/勝率為估算值
4368,10:30-10:32,-130.0,130.0,37.4%,58,25(15%)/40(20%)/50(20%),MDD/勝率為估算值
3609,10:30-10:32,-130.4,130.4,37.4%,58,15(15%)/40(20%)/45(20%),MDD/勝率為估算值
4428,10:30-10:32,-130.8,130.8,38.2%,58,25(20%)/35(15%)/40(20%),MDD/勝率為估算值
4194,10:30-10:32,-132.0,132.0,38.9%,58,25(10%)/35(20%)/45(20%),MDD/勝率為估算值
4261,10:30-10:32,-132.1,132.1,45.4%,109,25(10%)/45(15%)/45(20%),MDD/勝率為估算值
921,08:46-08:47,-132.2,132.2,52.3%,76,25(15%)/35(20%)/50(20%),MDD/勝率為估算值
4218,10:30-10:32,-132.2,132.2,36.3%,57,25(10%)/40(10%)/60(20%),MDD/勝率為估算值
4266,10:30-10:32,-132.7,132.7,36.0%,58,25(10%)/45(15%)/50(20%),MDD/勝率為估算值
3696,10:30-10:32,-133.0,133.0,34.8%,57,15(20%)/35(20%)/55(20%),MDD/勝率為估算值
3822,10:30-10:32,-133.3,133.3,38.9%,58,20(10%)/35(20%)/55(20%),MDD/勝率為估算值
3864,10:30-10:32,-133.3,133.3,38.2%,58,20(10%)/40(20%)/50(20%),MDD/勝率為估算值
3898,10:30-10:32,-133.8,133.8,45.4%,109,20(10%)/45(20%)/50(20%),MDD/勝率為估算值
627,08:46-08:47,-134.4,134.4,47.0%,76,20(15%)/45(20%)/55(20%),MDD/勝率為估算值
4078,10:30-10:32,-134.7,134.7,47.4%,109,20(20%)/40(10%)/40(20%),MDD/勝率為估算值
3498,10:30-10:32,-134.8,134.8,35.3%,58,15(10%)/45(10%)/50(20%),MDD/勝率為估算值
3718,10:30-10:32,-135.1,135.1,44.4%,109,15(20%)/40(15%)/45(20%),MDD/勝率為估算值
3520,10:30-10:32,-135.7,135.7,42.4%,109,15(10%)/45(20%)/50(20%),MDD/勝率為估算值
981,08:46-08:47,-135.8,135.8,46.3%,76,25(15%)/45(10%)/55(20%),MDD/勝率為估算值
3945,10:30-10:32,-135.9,135.9,38.2%,58,20(15%)/35(20%)/50(20%),MDD/勝率為估算值
3418,10:30-10:32,-137.0,137.0,46.4%,109,15(10%)/35(15%)/40(20%),MDD/勝率為估算值
4027,10:30-10:32,-137.5,137.5,44.4%,109,20(15%)/45(20%)/55(20%),MDD/勝率為估算值
4177,10:30-10:32,-137.8,137.8,49.4%,109,25(10%)/35(15%)/45(20%),MDD/勝率為估算值
3475,10:30-10:32,-138.2,138.2,43.4%,109,15(10%)/40(15%)/60(20%),MDD/勝率為估算值
3745,10:30-10:32,-138.3,138.3,42.4%,109,15(20%)/45(10%)/45(20%),MDD/勝率為估算值
4422,10:30-10:32,-139.0,139.0,36.0%,58,25(20%)/35(10%)/55(20%),MDD/勝率為估算值
4080,10:30-10:32,-139.3,139.3,38.2%,58,20(20%)/40(10%)/40(20%),MDD/勝率為估算值
4294,10:30-10:32,-139.6,139.6,45.4%,109,25(15%)/35(10%)/55(20%),MDD/勝率為估算值
999,08:46-08:47,-139.9,139.9,49.6%,76,25(15%)/45(20%)/45(20%),MDD/勝率為估算值
3801,10:30-10:32,-139.9,139.9,39.6%,58,20(10%)/35(15%)/45(20%),MDD/勝率為估算值
3775,10:30-10:32,-141.0,141.0,41.4%,109,15(20%)/45(20%)/55(20%),MDD/勝率為估算值
3970,10:30-10:32,-141.7,141.7,46.9%,108,20(15%)/40(15%)/45(20%),MDD/勝率為估算值
3978,10:30-10:32,-142.9,142.9,36.3%,57,20(15%)/40(15%)/55(20%),MDD/勝率為估算值
3661,10:30-10:32,-143.3,143.3,44.4%,109,15(20%)/35(10%)/50(20%),MDD/勝率為估算值
4345,10:30-10:32,-143.4,143.4,46.4%,109,25(15%)/40(15%)/40(20%),MDD/勝率為估算值
4311,10:30-10:32,-143.6,143.6,36.9%,56,25(15%)/35(15%)/55(20%),MDD/勝率為估算值
4317,10:30-10:32,-144.3,144.3,38.2%,58,25(15%)/35(20%)/40(20%),MDD/勝率為估算值
3624,10:30-10:32,-144.6,144.6,34.6%,58,15(15%)/45(10%)/50(20%),MDD/勝率為估算值
3984,10:30-10:32,-144.6,144.6,38.2%,58,20(15%)/40(20%)/40(20%),MDD/勝率為估算值
3675,10:30-10:32,-144.8,144.8,36.0%,58,15(20%)/35(15%)/45(20%),MDD/勝率為估算值
1020,08:46-08:47,-145.8,145.8,48.3%,76,25(20%)/35(10%)/55(20%),MDD/勝率為估算值
3553,10:30-10:32,-145.8,145.8,44.2%,107,15(15%)/35(15%)/55(20%),MDD/勝率為估算值
3957,10:30-10:32,-146.2,146.2,37.4%,58,20(15%)/40(10%)/45(20%),MDD/勝率為估算值
3922,10:30-10:32,-146.6,146.6,50.5%,109,20(15%)/35(15%)/40(20%),MDD/勝率為估算值
4459,10:30-10:32,-146.6,146.6,45.4%,109,25(20%)/40(10%)/45(20%),MDD/勝率為估算值
4482,10:30-10:32,-146.8,146.8,36.0%,58,25(20%)/40(15%)/55(20%),MDD/勝率為估算值
3880,10:30-10:32,-147.1,147.1,43.8%,108,20(10%)/45(10%)/60(20%),MDD/勝率為估算值
3820,10:30-10:32,-148.0,148.0,49.4%,109,20(10%)/35(20%)/55(20%),MDD/勝率為估算值
4488,10:30-10:32,-148.4,148.4,37.4%,58,25(20%)/40(20%)/40(20%),MDD/勝率為估算值
3735,10:30-10:32,-148.6,148.6,37.0%,57,15(20%)/40(20%)/45(20%),MDD/勝率為估算值
3438,10:30-10:32,-149.0,149.0,38.2%,58,15(10%)/35(20%)/45(20%),MDD/勝率為估算值
3424,10:30-10:32,-149.1,149.1,46.4%,109,15(10%)/35(15%)/50(20%),MDD/勝率為估算值
4099,10:30-10:32,-149.1,149.1,46.4%,109,20(20%)/40(15%)/50(20%),MDD/勝率為估算值
4366,10:30-10:32,-149.7,149.7,46.4%,109,25(15%)/40(20%)/50(20%),MDD/勝率為估算值
4461,10:30-10:32,-150.1,150.1,36.7%,58,25(20%)/40(10%)/45(20%),MDD/勝率為估算值
3856,10:30-10:32,-150.4,150.4,47.4%,109,20(10%)/40(20%)/40(20%),MDD/勝率為估算值
4390,10:30-10:32,-151.2,151.2,44.4%,109,25(15%)/45(15%)/50(20%),MDD/勝率為估算值
4434,10:30-10:32,-151.8,151.8,37.4%,58,25(20%)/35(15%)/50(20%),MDD/勝率為估算值
4290,10:30-10:32,-153.3,153.3,37.4%,58,25(15%)/35(10%)/45(20%),MDD/勝率為估算值
4198,10:30-10:32,-153.4,153.4,49.4%,109,25(10%)/35(20%)/55(20%),MDD/勝率為估算值
3462,10:30-10:32,-153.5,153.5,35.6%,57,15(10%)/40(10%)/60(20%),MDD/勝率為估算值
1032,08:46-08:47,-153.7,153.7,50.3%,76,25(20%)/35(15%)/50(20%),MDD/勝率為估算值
3750,10:30-10:32,-154.4,154.4,34.6%,58,15(20%)/45(10%)/50(20%),MDD/勝率為估算值
4285,10:30-10:32,-155.8,155.8,48.4%,109,25(15%)/35(10%)/40(20%),MDD/勝率為估算值
3853,10:30-10:32,-156.6,156.6,45.4%,109,20(10%)/40(15%)/60(20%),MDD/勝率為估算值
3604,10:30-10:32,-158.2,158.2,45.4%,109,15(15%)/40(20%)/40(20%),MDD/勝率為估算值
3928,10:30-10:32,-158.7,158.7,49.3%,107,20(15%)/35(15%)/50(20%),MDD/勝率為估算值
1104,08:46-08:47,-158.8,158.8,48.3%,76,25(20%)/45(10%)/50(20%),MDD/勝率為估算值
3481,10:30-10:32,-159.7,159.7,45.4%,109,15(10%)/40(20%)/45(20%),MDD/勝率為估算值
3646,10:30-10:32,-160.1,160.1,42.4%,109,15(15%)/45(20%)/50(20%),MDD/勝率為估算值
4371,10:30-10:32,-160.2,160.2,36.7%,58,25(15%)/40(20%)/55(20%),MDD/勝率為估算值
4323,10:30-10:32,-161.3,161.3,38.2%,58,25(15%)/35(20%)/50(20%),MDD/勝率為估算值
3990,10:30-10:32,-161.6,161.6,38.2%,58,20(15%)/40(20%)/50(20%),MDD/勝率為估算值
753,08:46-08:47,-161.8,161.8,46.7%,75,20(20%)/45(20%)/55(20%),MDD/勝率為估算值
4342,10:30-10:32,-162.4,162.4,44.4%,109,25(15%)/40(10%)/60(20%),MDD/勝率為估算值
3502,10:30-10:32,-162.8,162.8,40.7%,108,15(10%)/45(10%)/60(20%),MDD/勝率為估算值
4269,10:30-10:32,-162.8,162.8,35.3%,58,25(10%)/45(15%)/55(20%),MDD/勝率為估算值
4251,10:30-10:32,-163.3,163.3,36.0%,58,25(10%)/45(10%)/45(20%),MDD/勝率為估算值
3867,10:30-10:32,-163.5,163.5,36.7%,58,20(10%)/40(20%)/55(20%),MDD/勝率為估算值
1038,08:46-08:47,-163.6,163.6,47.0%,76,25(20%)/35(15%)/60(20%),MDD/勝率為估算值
4278,10:30-10:32,-163.6,163.6,36.0%,58,25(10%)/45(20%)/50(20%),MDD/勝率為估算值
4086,10:30-10:32,-164.3,164.3,37.4%,58,20(20%)/40(10%)/50(20%),MDD/勝率為估算值
4519,10:30-10:32,-164.7,164.7,44.4%,109,25(20%)/45(15%)/55(20%),MDD/勝率為估算值
3501,10:30-10:32,-165.0,165.0,34.1%,57,15(10%)/45(10%)/55(20%),MDD/勝率為估算值
4494,10:30-10:32,-165.4,165.4,37.0%,57,25(20%)/40(20%)/50(20%),MDD/勝率為估算值
3658,10:30-10:32,-165.9,165.9,45.4%,109,15(20%)/35(10%)/45(20%),MDD/勝率為估算值
3948,10:30-10:32,-166.2,166.2,37.4%,58,20(15%)/35(20%)/55(20%),MDD/勝率為估算值
4350,10:30-10:32,-167.6,167.6,37.0%,57,25(15%)/40(15%)/45(20%),MDD/勝率為估算值
630,08:46-08:47,-168.3,168.3,45.7%,76,20(15%)/45(20%)/60(20%),MDD/勝率為估算值
3601,10:30-10:32,-168.5,168.5,42.8%,108,15(15%)/40(15%)/60(20%),MDD/勝率為估算值
3564,10:30-10:32,-169.1,169.1,36.7%,58,15(15%)/35(20%)/45(20%),MDD/勝率為估算值
3588,10:30-10:32,-169.3,169.3,34.6%,58,15(15%)/40(10%)/60(20%),MDD/勝率為估算值
4495,10:30-10:32,-169.8,169.8,45.8%,108,25(20%)/40(20%)/55(20%),MDD/勝率為估算值
3846,10:30-10:32,-170.8,170.8,38.2%,58,20(10%)/40(15%)/45(20%),MDD/勝率為估算值
3793,10:30-10:32,-172.4,172.4,47.3%,107,20(10%)/35(10%)/60(20%),MDD/勝率為估算值
3927,10:30-10:32,-172.8,172.8,39.2%,57,20(15%)/35(15%)/45(20%),MDD/勝率為估算值
3544,10:30-10:32,-173.2,173.2,46.4%,109,15(15%)/35(15%)/40(20%),MDD/勝率為估算值
3627,10:30-10:32,-174.8,174.8,33.1%,58,15(15%)/45(10%)/55(20%),MDD/勝率為估算值
4375,10:30-10:32,-174.8,174.8,44.4%,109,25(15%)/45(10%)/45(20%),MDD/勝率為估算值
3421,10:30-10:32,-175.2,175.2,46.4%,109,15(10%)/35(15%)/45(20%),MDD/勝率為估算值
4291,10:30-10:32,-175.4,175.4,46.4%,109,25(15%)/35(10%)/50(20%),MDD/勝率為估算值
4081,10:30-10:32,-176.9,176.9,46.4%,109,20(20%)/40(10%)/45(20%),MDD/勝率為估算值
3883,10:30-10:32,-179.4,179.4,45.4%,109,20(10%)/45(15%)/45(20%),MDD/勝率為估算值
984,08:46-08:47,-180.1,180.1,45.0%,76,25(15%)/45(10%)/60(20%),MDD/勝率為估算值
4024,10:30-10:32,-180.9,180.9,45.4%,109,20(15%)/45(20%)/50(20%),MDD/勝率為估算值
4173,10:30-10:32,-181.4,181.4,36.9%,56,25(10%)/35(10%)/60(20%),MDD/勝率為估算值
4348,10:30-10:32,-181.6,181.6,45.8%,108,25(15%)/40(15%)/45(20%),MDD/勝率為估算值
4437,10:30-10:32,-181.8,181.8,36.0%,58,25(20%)/35(15%)/55(20%),MDD/勝率為估算值
3679,10:30-10:32,-182.0,182.0,43.4%,109,15(20%)/35(15%)/55(20%),MDD/勝率為估算值
4443,10:30-10:32,-182.6,182.6,38.2%,58,25(20%)/35(20%)/40(20%),MDD/勝率為估算值
924,08:46-08:47,-182.7,182.7,51.6%,76,25(15%)/35(20%)/55(20%),MDD/勝率為估算值
3811,10:30-10:32,-182.8,182.8,50.5%,109,20(10%)/35(20%)/40(20%),MDD/勝率為估算值
4233,10:30-10:32,-182.8,182.8,36.7%,58,25(10%)/40(15%)/60(20%),MDD/勝率為估算值
3510,10:30-10:32,-183.7,183.7,35.3%,58,15(10%)/45(15%)/50(20%),MDD/勝率為估算值
879,08:46-08:47,-184.1,184.1,47.6%,76,25(10%)/45(20%)/55(20%),MDD/勝率為估算值
4035,10:30-10:32,-184.1,184.1,38.9%,58,20(20%)/35(10%)/40(20%),MDD/勝率為估算值
3772,10:30-10:32,-184.4,184.4,42.4%,109,15(20%)/45(20%)/50(20%),MDD/勝率為估算值
3753,10:30-10:32,-184.6,184.6,33.1%,58,15(20%)/45(10%)/55(20%),MDD/勝率為估算值
3859,10:30-10:32,-184.6,184.6,47.4%,109,20(10%)/40(20%)/45(20%),MDD/勝率為估算值
3628,10:30-10:32,-184.8,184.8,40.4%,109,15(15%)/45(10%)/60(20%),MDD/勝率為估算值
3925,10:30-10:32,-184.8,184.8,49.9%,108,20(15%)/35(15%)/45(20%),MDD/勝率為估算值
3714,10:30-10:32,-185.1,185.1,34.6%,58,15(20%)/40(10%)/60(20%),MDD/勝率為估算值
3550,10:30-10:32,-185.2,185.2,45.2%,107,15(15%)/35(15%)/50(20%),MDD/勝率為估算值
1002,08:46-08:47,-185.4,185.4,48.3%,76,25(15%)/45(20%)/50(20%),MDD/勝率為估算值
4405,10:30-10:32,-185.7,185.7,44.4%,109,25(15%)/45(20%)/55(20%),MDD/勝率為估算值
4141,10:30-10:32,-186.5,186.5,44.4%,109,20(20%)/45(15%)/55(20%),MDD/勝率為估算值
3817,10:30-10:32,-187.4,187.4,50.5%,109,20(10%)/35(20%)/50(20%),MDD/勝率為估算值
4326,10:30-10:32,-187.7,187.7,38.2%,58,25(15%)/35(20%)/55(20%),MDD/勝率為估算值
3505,10:30-10:32,-188.2,188.2,42.4%,109,15(10%)/45(15%)/45(20%),MDD/勝率為估算值
3442,10:30-10:32,-189.1,189.1,45.4%,109,15(10%)/35(20%)/55(20%),MDD/勝率為估算值
3690,10:30-10:32,-189.2,189.2,36.3%,57,15(20%)/35(20%)/45(20%),MDD/勝率為估算值
3816,10:30-10:32,-189.5,189.5,39.6%,58,20(10%)/35(20%)/45(20%),MDD/勝率為估算值
3730,10:30-10:32,-191.0,191.0,45.4%,109,15(20%)/40(20%)/40(20%),MDD/勝率為估算值
4416,10:30-10:32,-191.6,191.6,37.4%,58,25(20%)/35(10%)/45(20%),MDD/勝率為估算值
3993,10:30-10:32,-191.8,191.8,36.7%,58,20(15%)/40(20%)/55(20%),MDD/勝率為估算值
4006,10:30-10:32,-191.8,191.8,43.4%,109,20(15%)/45(10%)/60(20%),MDD/勝率為估算值
4189,10:30-10:32,-192.0,192.0,49.4%,109,25(10%)/35(20%)/40(20%),MDD/勝率為估算值
756,08:46-08:47,-192.2,192.2,45.3%,75,20(20%)/45(20%)/60(20%),MDD/勝率為估算值
3607,10:30-10:32,-192.4,192.4,45.4%,109,15(15%)/40(20%)/45(20%),MDD/勝率為估算值
3636,10:30-10:32,-193.5,193.5,34.6%,58,15(15%)/45(15%)/50(20%),MDD/勝率為估算值
4281,10:30-10:32,-193.8,193.8,35.3%,58,25(10%)/45(20%)/55(20%),MDD/勝率為估算值
4095,10:30-10:32,-194.1,194.1,38.2%,58,20(20%)/40(15%)/40(20%),MDD/勝率為估算值
4089,10:30-10:32,-194.5,194.5,36.0%,58,20(20%)/40(10%)/55(20%),MDD/勝率為估算值
4497,10:30-10:32,-195.6,195.6,36.3%,57,25(20%)/40(20%)/55(20%),MDD/勝率為估算值
3417,10:30-10:32,-196.4,196.4,36.3%,57,15(10%)/35(10%)/60(20%),MDD/勝率為估算值
4195,10:30-10:32,-196.6,196.6,49.4%,109,25(10%)/35(20%)/50(20%),MDD/勝率為估算值
4380,10:30-10:32,-196.6,196.6,35.3%,58,25(15%)/45(10%)/50(20%),MDD/勝率為估算值
3477,10:30-10:32,-197.7,197.7,36.0%,58,15(10%)/40(15%)/60(20%),MDD/勝率為估算值
4288,10:30-10:32,-198.0,198.0,47.4%,109,25(15%)/35(10%)/45(20%),MDD/勝率為估算值
4171,10:30-10:32,-198.4,198.4,46.7%,106,25(10%)/35(10%)/60(20%),MDD/勝率為估算值
3727,10:30-10:32,-198.8,198.8,42.4%,109,15(20%)/40(15%)/60(20%),MDD/勝率為估算值
3972,10:30-10:32,-199.1,199.1,37.7%,57,20(15%)/40(15%)/45(20%),MDD/勝率為估算值
4246,10:30-10:32,-199.4,199.4,46.4%,109,25(10%)/40(20%)/60(20%),MDD/勝率為估算值
4449,10:30-10:32,-199.6,199.6,37.0%,57,25(20%)/35(20%)/50(20%),MDD/勝率為估算值
4305,10:30-10:32,-199.8,199.8,37.7%,57,25(15%)/35(15%)/45(20%),MDD/勝率為估算值
4117,10:30-10:32,-200.2,200.2,45.8%,108,20(20%)/40(20%)/55(20%),MDD/勝率為估算值
4476,10:30-10:32,-202.9,202.9,36.7%,58,25(20%)/40(15%)/45(20%),MDD/勝率為估算值
3762,10:30-10:32,-203.3,203.3,34.6%,58,15(20%)/45(15%)/50(20%),MDD/勝率為估算值
3982,10:30-10:32,-204.1,204.1,47.4%,109,20(15%)/40(20%)/40(20%),MDD/勝率為估算值
4420,10:30-10:32,-206.0,206.0,45.4%,109,25(20%)/35(10%)/55(20%),MDD/勝率為估算值
3946,10:30-10:32,-206.3,206.3,48.4%,109,20(15%)/35(20%)/55(20%),MDD/勝率為估算值
3876,10:30-10:32,-206.5,206.5,36.0%,58,20(10%)/45(10%)/50(20%),MDD/勝率為估算值
3754,10:30-10:32,-206.7,206.7,40.4%,109,15(20%)/45(10%)/60(20%),MDD/勝率為估算值
4471,10:30-10:32,-206.9,206.9,46.4%,109,25(20%)/40(15%)/40(20%),MDD/勝率為估算值
3522,10:30-10:32,-207.8,207.8,35.3%,58,15(10%)/45(20%)/50(20%),MDD/勝率為估算值
3979,10:30-10:32,-207.8,207.8,44.8%,108,20(15%)/40(15%)/60(20%),MDD/勝率為估算值
4516,10:30-10:32,-208.1,208.1,44.4%,109,25(20%)/45(15%)/50(20%),MDD/勝率為估算值
4041,10:30-10:32,-209.1,209.1,38.2%,58,20(20%)/35(10%)/50(20%),MDD/勝率為估算值
3670,10:30-10:32,-209.3,209.3,46.4%,109,15(20%)/35(15%)/40(20%),MDD/勝率為估算值
4270,10:30-10:32,-209.7,209.7,44.4%,109,25(10%)/45(15%)/60(20%),MDD/勝率為估算值
3547,10:30-10:32,-211.3,211.3,45.8%,108,15(15%)/35(15%)/45(20%),MDD/勝率為估算值
4273,10:30-10:32,-212.4,212.4,45.4%,109,25(10%)/45(20%)/45(20%),MDD/勝率為估算值
3631,10:30-10:32,-212.6,212.6,42.4%,109,15(15%)/45(15%)/45(20%),MDD/勝率為估算值
1035,08:46-08:47,-212.9,212.9,48.3%,76,25(20%)/35(15%)/55(20%),MDD/勝率為估算值
4492,10:30-10:32,-213.2,213.2,45.8%,108,25(20%)/40(20%)/50(20%),MDD/勝率為估算值
3603,10:30-10:32,-213.4,213.4,34.8%,57,15(15%)/40(15%)/60(20%),MDD/勝率為估算值
1113,08:46-08:47,-213.5,213.5,49.6%,76,25(20%)/45(15%)/45(20%),MDD/勝率為估算值
3513,10:30-10:32,-213.9,213.9,33.8%,58,15(10%)/45(15%)/55(20%),MDD/勝率為估算值
3543,10:30-10:32,-214.1,214.1,35.3%,58,15(15%)/35(10%)/60(20%),MDD/勝率為估算值
4101,10:30-10:32,-215.1,215.1,37.4%,58,20(20%)/40(15%)/50(20%),MDD/勝率為估算值
4365,10:30-10:32,-216.4,216.4,37.4%,58,25(15%)/40(20%)/45(20%),MDD/勝率為估算值
3814,10:30-10:32,-217.0,217.0,50.5%,109,20(10%)/35(20%)/45(20%),MDD/勝率為估算值
3648,10:30-10:32,-217.6,217.6,34.6%,58,15(15%)/45(20%)/50(20%),MDD/勝率為估算值
4309,10:30-10:32,-217.8,217.8,46.7%,106,25(15%)/35(15%)/55(20%),MDD/勝率為估算值
4263,10:30-10:32,-219.1,219.1,36.0%,58,25(10%)/45(15%)/45(20%),MDD/勝率為估算值
3861,10:30-10:32,-219.7,219.7,38.2%,58,20(10%)/40(20%)/45(20%),MDD/勝率為估算值
3495,10:30-10:32,-221.2,221.2,35.3%,58,15(10%)/45(10%)/45(20%),MDD/勝率為估算值
3676,10:30-10:32,-221.4,221.4,44.4%,109,15(20%)/35(15%)/50(20%),MDD/勝率為估算值
4188,10:30-10:32,-221.4,221.4,38.2%,58,25(10%)/35(15%)/60(20%),MDD/勝率為估算值
882,08:46-08:47,-221.5,221.5,46.3%,76,25(10%)/45(20%)/60(20%),MDD/勝率為估算值
4411,10:30-10:32,-222.2,222.2,48.4%,109,25(20%)/35(10%)/40(20%),MDD/勝率為估算值
3942,10:30-10:32,-222.3,222.3,38.2%,58,20(15%)/35(20%)/45(20%),MDD/勝率為估算值
4468,10:30-10:32,-223.0,223.0,44.4%,109,25(20%)/40(10%)/60(20%),MDD/勝率為估算值
3490,10:30-10:32,-223.7,223.7,43.4%,109,15(10%)/40(20%)/60(20%),MDD/勝率為估算值
3639,10:30-10:32,-223.7,223.7,33.1%,58,15(15%)/45(15%)/55(20%),MDD/勝率為估算值
3433,10:30-10:32,-223.9,223.9,46.4%,109,15(10%)/35(20%)/40(20%),MDD/勝率為估算值
3568,10:30-10:32,-225.2,225.2,45.4%,109,15(15%)/35(20%)/55(20%),MDD/勝率為估算值
3733,10:30-10:32,-225.2,225.2,44.8%,108,15(20%)/40(20%)/45(20%),MDD/勝率為估算值
4506,10:30-10:32,-225.4,225.4,35.3%,58,25(20%)/45(10%)/50(20%),MDD/勝率為估算值
1044,08:46-08:47,-225.6,225.6,52.1%,73,25(20%)/35(20%)/45(20%),MDD/勝率為估算值
4452,10:30-10:32,-226.0,226.0,36.1%,56,25(20%)/35(20%)/55(20%),MDD/勝率為估算值
4192,10:30-10:32,-226.2,226.2,49.4%,109,25(10%)/35(20%)/45(20%),MDD/勝率為估算值
3795,10:30-10:32,-226.4,226.4,37.3%,57,20(10%)/35(10%)/60(20%),MDD/勝率為估算值
4009,10:30-10:32,-226.6,226.6,45.4%,109,20(15%)/45(15%)/45(20%),MDD/勝率為估算值
4383,10:30-10:32,-226.8,226.8,34.6%,58,25(15%)/45(10%)/55(20%),MDD/勝率為估算值
3774,10:30-10:32,-227.4,227.4,34.6%,58,15(20%)/45(20%)/50(20%),MDD/勝率為估算值
4002,10:30-10:32,-228.2,228.2,36.0%,58,20(15%)/45(10%)/50(20%),MDD/勝率為估算值
3919,10:30-10:32,-228.3,228.3,46.4%,109,20(15%)/35(10%)/60(20%),MDD/勝率為估算值
3439,10:30-10:32,-228.5,228.5,46.4%,109,15(10%)/35(20%)/50(20%),MDD/勝率為估算值
3415,10:30-10:32,-228.8,228.8,44.2%,107,15(10%)/35(10%)/60(20%),MDD/勝率為估算值
4402,10:30-10:32,-229.1,229.1,44.4%,109,25(15%)/45(20%)/50(20%),MDD/勝率為估算值
3729,10:30-10:32,-229.2,229.2,34.6%,58,15(20%)/40(15%)/60(20%),MDD/勝率為估算值
4248,10:30-10:32,-229.4,229.4,36.7%,58,25(10%)/40(20%)/60(20%),MDD/勝率為估算值
993,08:46-08:47,-229.9,229.9,46.7%,75,25(15%)/45(15%)/55(20%),MDD/勝率為估算值
4138,10:30-10:32,-229.9,229.9,45.4%,109,20(20%)/45(15%)/50(20%),MDD/勝率為估算值
4042,10:30-10:32,-230.0,230.0,46.4%,109,20(20%)/35(10%)/55(20%),MDD/勝率為估算值
3621,10:30-10:32,-231.0,231.0,34.6%,58,15(15%)/45(10%)/45(20%),MDD/勝率為估算值
4501,10:30-10:32,-231.7,231.7,44.4%,109,25(20%)/45(10%)/45(20%),MDD/勝率為估算值
